"t","x","y","experiment"
0.0,10.0,2.0,"exp2"
0.014295939427821239,9.596412579838157,2.610559976031124,"exp2"
0.021958614269575343,9.278456969970627,2.9940481816501237,"exp2"
0.03425774897413801,8.618518587428953,3.6869955939780503,"exp2"
0.04546290761997132,7.870981106968537,4.38684036007236,"exp2"
0.05906614859567442,6.823100741739379,5.2865446111832215,"exp2"
0.07428336426768635,5.566769704703052,6.287454007571663,"exp2"
0.09330093603499465,4.060524533439917,7.404497206496898,"exp2"
0.10794632818739132,3.061153807597623,8.095538674554199,"exp2"
0.12402243296779178,2.1776721334288465,8.661035982596648,"exp2"
0.13956200446168696,1.5334000275674389,9.02910589317601,"exp2"
0.15631912602266448,1.0347577986882202,9.264747202587275,"exp2"
0.1744187655852382,0.6703266622035131,9.379310591419777,"exp2"
0.19028346142473232,0.45680697798542635,9.396188554580107,"exp2"
0.20656344653337122,0.3083715147703266,9.35880989599131,"exp2"
0.22209395764143589,0.2125116731036688,9.288537275733946,"exp2"
0.23766879591039514,0.14685849756849328,9.195712585908385,"exp2"
0.2530001967282252,0.10254460288842446,9.09010815722828,"exp2"
0.2683487937625709,0.07193819484411927,8.975394839785373,"exp2"
0.2836689244820316,0.05077346306950151,8.855394217048229,"exp2"
0.29906412908242264,0.03597649010541405,8.731640068508579,"exp2"
0.31454998393739586,0.025588257946523085,8.60558163108991,"exp2"
0.3301821774855191,0.018249423142232657,8.47785282604848,"exp2"
0.3459915371625482,0.013044784265111426,8.348965821359089,"exp2"
0.36202119825611156,0.009338875765602923,8.219121088110482,"exp2"
0.378309937262911,0.006692234500175974,8.088417521192067,"exp2"
0.39490446728615475,0.0047969650958297385,7.956803575048068,"exp2"
0.41185692580074534,0.0034368590031245974,7.824134370627748,"exp2"
0.4292309828599399,0.002459087334653884,7.69015136132956,"exp2"
0.44710417790627816,0.0017552923750561694,7.55448807419577,"exp2"
0.46557314773144726,0.0012483478688926864,7.416652155667829,"exp2"
0.4847581165684954,0.0008832127777025395,7.276014482907411,"exp2"
0.504808540007023,0.0006204960842578562,7.131792756582641,"exp2"
0.5259089145840756,0.00043193061288042704,6.983039021304943,"exp2"
0.5482856589616402,0.0002971639684877072,6.828626648542444,"exp2"
0.5722154663031299,0.0002014816081559356,6.66723705590616,"exp2"
0.5980365070724837,0.0001341898248504059,6.497341132185295,"exp2"
0.6261641156625517,8.747121385897064e-5,6.317171491139008,"exp2"
0.6571134460567547,5.5577912825964766e-5,6.124680384579609,"exp2"
0.6915325678133991,3.426528917761585e-5,5.917478785594427,"exp2"
0.7302514176887267,2.039466652053071e-5,5.692751459245521,"exp2"
0.7743553888654634,1.1653062571109557e-5,5.447142144372002,"exp2"
0.8252986056046568,6.352474888370747e-6,5.176601528587577,"exp2"
0.8850837769241143,3.282358254362188e-6,4.8761898794824505,"exp2"
0.9565591681859045,1.5973305868178068e-6,4.53982792161827,"exp2"
1.0439330799670201,7.284512653788209e-7,4.1600014916893855,"exp2"
1.1537136740698193,3.110858983833152e-7,3.727490017643684,"exp2"
1.29638465881788,1.2575621553998114e-7,3.231882278409069,"exp2"
1.4845703883000625,5.102321898887608e-8,2.677494095490758,"exp2"
1.700601204112771,2.543406231004838e-8,2.1572951986900373,"exp2"
1.9404403449283427,1.6681403474873664e-8,1.697275237924509,"exp2"
2.201248231324459,1.4701402899173484e-8,1.307646283441009,"exp2"
2.4798786611493955,1.7254814127227682e-8,0.9896697625845969,"exp2"
2.773583341447228,2.6231078452976333e-8,0.7378126487206081,"exp2"
3.0797920920227644,4.976099137339085e-8,0.5432177115945537,"exp2"
3.3963224984836975,1.132335641558183e-7,0.39584167765114775,"exp2"
3.721284019014213,2.97826929279375e-7,0.2860288155233691,"exp2"
4.053104151850029,8.768020237825278e-7,0.20526811945769652,"exp2"
4.390394027536708,2.8130287160674285e-6,0.14650748101843056,"exp2"
4.7309898683463345,9.59274816730347e-6,0.10422324235532007,"exp2"
5.062868240830728,3.283025609149249e-5,0.07479219080825152,"exp2"
5.310399579627875,8.38841973394625e-5,0.058394312175605596,"exp2"
5.514363759444661,0.0001834019019835047,0.04762270180187635,"exp2"
5.703306158006675,0.0003806569357187019,0.03942781078662904,"exp2"
5.869395253111949,0.0007260376278976474,0.03340017082295037,"exp2"
6.021193961356233,0.0013133129283570055,0.028704779189799273,"exp2"
6.160027886887328,0.002262498918539319,0.024995965868075044,"exp2"
6.289584636911937,0.003763670285466238,0.021975363259791172,"exp2"
6.411610375437056,0.006084696966727981,0.01947390172833206,"exp2"
6.527933339215979,0.009626620389472623,0.017366586550337387,"exp2"
6.639721156530224,0.014970314912282998,0.015571860443777135,"exp2"
6.747973674339936,0.022970099791156905,0.014030838498845625,"exp2"
6.853414544155007,0.034871091121635084,0.012702862944938416,"exp2"
6.95663061753472,0.052494160775760246,0.011559453333882449,"exp2"
7.058071213655184,0.07849507819258626,0.010582186564204663,"exp2"
7.158096143742232,0.11674917253318062,0.009761256043685843,"exp2"
7.256987428192873,0.17290516565106004,0.009095755440060435,"exp2"
7.35496667274055,0.2551905196033967,0.00859556910259293,"exp2"
7.452191985038939,0.3755541327588179,0.008286179964393953,"exp2"
7.548711983340183,0.5511733713936137,0.008218856301202074,"exp2"
7.644224371504301,0.8056641839665033,0.008490755545245029,"exp2"
7.737301188085543,1.1661547180813208,0.009275490900791834,"exp2"
7.82421114025422,1.6466177531699442,0.010832448901993762,"exp2"
7.9006414470226956,2.229270254576465,0.013465516301086526,"exp2"
7.959866532873606,2.8175962006168134,0.017089568591388205,"exp2"
8.010726905226305,3.443028360587693,0.02230881420614804,"exp2"
8.058123642084686,4.146384202792719,0.030456159263558838,"exp2"
8.100312881128918,4.8862784154045995,0.04270655234786422,"exp2"
8.13862875142769,5.662124921566786,0.061529357715982586,"exp2"
8.173187918758712,6.451401470662153,0.09029229087776273,"exp2"
8.204653016154236,7.240781986013813,0.1345622626340351,"exp2"
8.233390933619946,8.007685517475831,0.20260876877095765,"exp2"
8.259814767462798,8.725503649452847,0.3070377846186564,"exp2"
8.284405498057163,9.360865192191607,0.4674621911579348,"exp2"
8.30765698254363,9.865227148715709,0.7144870260869257,"exp2"
8.330212472704533,10.164589261594623,1.098450552101506,"exp2"
8.353206274700646,10.129440732695578,1.7144692736208955,"exp2"
8.377978867148844,9.506617630315553,2.727942566584032,"exp2"
8.397415483705476,8.503450957714065,3.8023194339123965,"exp2"
8.417509908733939,7.0508157560296345,5.099735458517064,"exp2"
8.437890530654448,5.373754558731189,6.437926449262255,"exp2"
8.460289158306901,3.648952468665015,7.696931491233418,"exp2"
8.477071639793937,2.5998415186031663,8.399864309932832,"exp2"
8.495080936324694,1.7485508455169736,8.914420885649074,"exp2"
8.51238475386602,1.1699252405599403,9.209627819224616,"exp2"
8.531246294529621,0.745572106087626,9.364517377926225,"exp2"
8.548238331950811,0.49454492391363525,9.400034039739886,"exp2"
8.565029629073091,0.3296187234175827,9.370515079905053,"exp2"
8.581126896323507,0.2239501627495427,9.302356404520244,"exp2"
8.597041230583732,0.1534189429329525,9.209953438010603,"exp2"
8.612685139685025,0.10627545842909322,9.103472827672606,"exp2"
8.628248572249676,0.07414203848759209,8.987805486788247,"exp2"
8.643749146190572,0.05208599070063587,8.86670640862784,"exp2"
8.659276204883833,0.0367792508865656,8.742022033744647,"exp2"
8.674867379094879,0.026086548820646455,8.61513320101044,"exp2"
8.690577747997795,0.01856533679060883,8.486734661845617,"exp2"
8.706446929035542,0.013248336349066109,8.357295952955011,"exp2"
8.722519879792026,0.00947234505216677,8.227017307848262,"exp2"
8.738839361173683,0.006781049709323772,8.095972184452284,"exp2"
8.755453703897395,0.004856900159644602,7.964098733334757,"exp2"
8.772416941340994,0.0034777897220572293,7.831237397229243,"exp2"
8.789793672462688,0.002487333399268288,7.6971214319422305,"exp2"
8.80766218574628,0.0017749521254958687,7.561376835097417,"exp2"
8.826119348478475,0.001262124620539646,7.423507146292329,"exp2"
8.84528534109851,0.0008929133411826957,7.282880636346639,"exp2"
8.865309208865717,0.000627344700145835,7.138714441449492,"exp2"
8.886374742127254,0.0004367667419264053,6.99006132228191,"exp2"
8.908707307603416,0.00030057013488780536,6.835796687417872,"exp2"
8.93258217230706,0.00020386669761855348,6.674605078606745,"exp2"
8.95833559943245,0.0001358441553869656,6.504961733960873,"exp2"
8.986380381738849,8.860316244811733e-5,6.325105012553862,"exp2"
9.017228244080664,5.633844937884947e-5,6.132994700082504,"exp2"
9.051522560519265,3.476449580575032e-5,5.926251591359654,"exp2"
9.090086715518657,2.0712963124418313e-5,5.702073244046078,"exp2"
9.133996760200278,1.1848949012002596e-5,5.457120013139835,"exp2"
9.184693153211768,6.468002345711488e-6,5.187364095072658,"exp2"
9.244157990310592,3.347129992966367e-6,4.887893410507101,"exp2"
9.315207256543292,1.6315482668047335e-6,4.552663747649936,"exp2"
9.401996329393318,7.453236885601634e-7,4.174203932631575,"exp2"
9.510942093984525,3.1877847353875114e-7,3.743339575976507,"exp2"
9.652377543783915,1.2896285137550726e-7,3.2496369619280268,"exp2"
9.839163205764777,5.2160140017021276e-8,2.6959748624743045,"exp2"
10.054635639729112,2.5761981824968665e-8,2.1733985285156745,"exp2"
10.293629243051518,1.6739273483469842e-8,1.7113908883176134,"exp2"
10.553907255233446,1.460914259185965e-8,1.3192201862401016,"exp2"
10.831976362592114,1.699269307256947e-8,0.998989686025886,"exp2"
11.125273315418392,2.5631052793374955e-8,0.7450643771760088,"exp2"
11.43111063799921,4.8303318268674835e-8,0.5487605133426015,"exp2"
11.74735483853999,1.0933876571672873e-7,0.399995104763553,"exp2"
12.072072866701486,2.8638834891321936e-7,0.2891003536575382,"exp2"
12.403701461719368,8.404446464025859e-7,0.20751211556236612,"exp2"
12.74084187255738,2.6899229236605397e-6,0.14813121933831291,"exp2"
13.081426913807087,9.160063415641706e-6,0.10537946529791586,"exp2"
13.414191085338937,3.142144485512467e-5,0.07555496658007635,"exp2"
13.66395125086532,8.092258182892318e-5,0.05885850020230182,"exp2"
13.869326640320285,0.00017783973469253153,0.04793351398099169,"exp2"
14.059579888502984,0.0003709249378449175,0.03963307014407294,"exp2"
14.226612734581964,0.000710007132161626,0.03354227335520173,"exp2"
14.379156512233449,0.0012879782266737216,0.028805299075066827,"exp2"
14.518541812290728,0.0022235636837899878,0.025069498515589643,"exp2"
14.648521924512043,0.0037049575516646723,0.022030460212522238,"exp2"
14.770869244705848,0.0059972494713105475,0.019516165931322566,"exp2"
14.887441149507978,0.009497456334554285,0.017399578068298067,"exp2"
14.999421955639894,0.01478055978399593,0.015597954391669245,"exp2"
15.10782557511669,0.022692318570256262,0.014051602280831625,"exp2"
15.213385109682223,0.034465364804824906,0.012719331112020886,"exp2"
15.31669486251986,0.05190240788236411,0.011572269768931016,"exp2"
15.418209581420264,0.07763276664620239,0.010591690473210937,"exp2"
15.518293317043145,0.11549328274260691,0.009767512131842349,"exp2"
15.617231350948025,0.1710767061709138,0.009098536598442748,"exp2"
15.715248011508596,0.252529354795792,0.008594272703751548,"exp2"
15.812504229458739,0.3716838350067221,0.008279633242706938,"exp2"
15.90905388809428,0.5455590802673564,0.008204910340529491,"exp2"
16.00461207402931,0.7976071064598717,0.008465531137075202,"exp2"
16.097796886627446,1.1549985497381026,0.00923247837123195,"exp2"
16.185001267737984,1.6327950641038957,0.01076446499186222,"exp2"
16.26167835826537,2.21276277094955,0.01335934374509209,"exp2"
16.321160372907254,2.7996386338526826,0.016937555268219266,"exp2"
16.37222444865757,3.4239278200544243,0.022092086887088414,"exp2"
16.419809582053464,4.126583495208838,0.030141673141709926,"exp2"
16.46215469651329,4.866130930842347,0.042246728100673536,"exp2"
16.500603244014695,5.64202145390262,0.06084942475070455,"exp2"
16.53527150778035,6.43170151063099,0.08927909324181313,"exp2"
16.566826062970147,7.221893137095532,0.13304070070398955,"exp2"
16.595639914446792,7.990214433612895,0.20032362521433045,"exp2"
16.62212235912164,8.710076944179287,0.30358864923492623,"exp2"
16.64675726846993,9.348444262331572,0.4622397795234642,"exp2"
16.670036409680947,9.857222855587981,0.7065191690457053,"exp2"
16.692597879811913,10.1633104237215,1.0860831675798186,"exp2"
16.715551103682568,10.1394507490475,1.6941355606807569,"exp2"
16.74061343856611,9.522405779726707,2.7121648907153126,"exp2"
16.760025211339038,8.527856515464464,3.7816741369748312,"exp2"
16.78017574322132,7.075824452100621,5.081359300816494,"exp2"
16.800509920718483,5.402488943248336,6.41843375264466,"exp2"
16.82303436186089,3.663865054780869,7.688883890362911,"exp2"
16.839729995655567,2.6161316586450307,8.391723052041574,"exp2"
16.857733650278625,1.7603115014997808,8.910098201040672,"exp2"
16.87498458210134,1.1794327365826063,9.207628628256357,"exp2"
16.893802075556696,0.7524512103885287,9.364992012139892,"exp2"
16.910810809564662,0.49887004811560093,9.4023069769526,"exp2"
16.927583328907115,0.3326039020852082,9.373950565265465,"exp2"
16.943680221057107,0.22593878071979587,9.306503312166798,"exp2"
16.959584137108482,0.15478698313201347,9.214605451263285,"exp2"
16.975222417953955,0.10721306160765257,9.108433563689275,"exp2"
16.99077706192476,0.0747936342945321,8.992987890785429,"exp2"
17.00626975872711,0.05254033892955569,8.872030447243583,"exp2"
17.02178761946206,0.03709843806513594,8.747448451154954,"exp2"
17.037369369529348,0.026311684909548695,8.620629380584305,"exp2"
17.05306941818219,0.018724874970466335,8.492283451808966,"exp2"
17.06892762025147,0.013361762938859784,8.362884868504352,"exp2"
17.084988650240568,0.009553239878948136,8.232640467487226,"exp2"
17.101295204566558,0.006838884788382322,8.101626965054601,"exp2"
17.117895356200233,0.004898337235996982,7.969786205494458,"exp2"
17.13484288415519,0.003507528227090567,7.836961447288879,"exp2"
17.152202006277623,0.0025087039636726566,7.702889059391366,"exp2"
17.17005054640162,0.0017903218406615554,7.567198162354568,"exp2"
17.188484774174288,0.001273180781413839,7.4293957941498245,"exp2"
17.207624141876046,0.000900861448452418,7.288854007610093,"exp2"
17.227616811337743,0.0006330481590172514,7.144794066492816,"exp2"
